mp_id,name,constituency_id,party,since,until,photo,link
1,Vladimír Kulhánek,1,ODS,1996-11-23,1998-11-23,/images/senatori/kulhanekv_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=1
1,Vladimír Kulhánek,1,ODS,1998-11-21,2004-11-21,/images/senatori/kulhanekv_295.jpg,https://senat.cz/senatori/index.php?ke_dni=21.02.1999&lng=cz&par_3=1
169,Jan Horník,1,ED,2004-11-13,2010-11-13,/images/senatori/hornikj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.02.2005&lng=cz&par_3=169
169,Jan Horník,1,TOP+STAN,2010-10-23,2016-10-23,/images/senatori/hornikj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.01.2011&lng=cz&par_3=169
169,Jan Horník,1,STAN,2016-10-15,2022-10-15,/images/senatori/hornikj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=15.01.2017&lng=cz&par_3=169
356,Věra Procházková,1,ANO,2022-10-01,2028-10-01,/images/senatori/prochazkovav_295.jpg,https://senat.cz/senatori/index.php?ke_dni=01.01.2023&lng=cz&par_3=356
2,Jiří Vyvadil,2,ČSSD,1996-11-23,2000-11-23,/images/senatori/vyvadilj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=2
110,Jan Hadrava,2,US,2000-11-19,2006-11-19,/images/senatori/hadravaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=19.02.2001&lng=cz&par_3=110
190,Pavel Čáslava,2,ODS,2006-10-28,2012-10-28,/images/senatori/caslavap_295.jpg,https://senat.cz/senatori/index.php?ke_dni=28.01.2007&lng=cz&par_3=190
254,Zdeněk Berka,2,ČSSD,2012-10-20,2018-10-20,/images/senatori/berkaz_295.jpg,https://senat.cz/senatori/index.php?ke_dni=20.01.2013&lng=cz&par_3=254
314,Miroslav Balatka,2,STAN,2018-10-13,2024-10-13,/images/senatori/balatkam_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.01.2019&lng=cz&par_3=314
3,Peter Morávek,3,ČSSD,1996-11-23,2002-11-23,/images/senatori/moravekp_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=3
144,Ladislav Macák,3,ČSSD,2002-11-02,2008-11-02,/images/senatori/macakl_295.jpg,https://senat.cz/senatori/index.php?ke_dni=02.02.2003&lng=cz&par_3=144
211,Miroslav Nenutil,3,ČSSD,2008-10-25,2014-10-25,/images/senatori/nenutilm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=25.01.2009&lng=cz&par_3=211
211,Miroslav Nenutil,3,ČSSD,2014-10-18,2020-10-18,/images/senatori/nenutilm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=18.01.2015&lng=cz&par_3=211
336,Miroslav Plevný,3,STAN,2020-10-10,2026-10-10,/images/senatori/plevnym_295.jpg,https://senat.cz/senatori/index.php?ke_dni=10.01.2021&lng=cz&par_3=336
4,Richard Falbr,4,NK,1996-11-23,1998-11-23,/images/senatori/falbrr_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=4
4,Richard Falbr,4,ČSSD,1998-11-21,2004-07-20,/images/senatori/falbrr_295.jpg,https://senat.cz/senatori/index.php?ke_dni=21.02.1999&lng=cz&par_3=4
170,Vlastimil Balín,4,KSČM,2004-11-13,2010-11-13,/images/senatori/balinv_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.02.2005&lng=cz&par_3=170
233,Alena Dernerová,4,S.cz,2010-10-23,2016-10-23,/images/senatori/dernerovaa_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.01.2011&lng=cz&par_3=233
233,Alena Dernerová,4,SD-SN,2017-01-28,2022-10-15,/images/senatori/dernerovaa_295.jpg,https://senat.cz/senatori/index.php?ke_dni=28.04.2017&lng=cz&par_3=233
357,Jan Paparega,4,ProMOST,2022-10-01,2028-10-01,/images/senatori/paparegaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=01.01.2023&lng=cz&par_3=357
5,Ladislav Drlý,5,KSČM,1996-11-23,2000-11-23,/images/senatori/drlyl_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=5
111,Alexandr Novák,5,ODS,2000-11-19,2006-11-19,/images/senatori/novaka_295.jpg,https://senat.cz/senatori/index.php?ke_dni=19.02.2001&lng=cz&par_3=111
191,Petr Skála,5,NK,2006-10-28,2007-01-30,/images/senatori/skalap_295.jpg,https://senat.cz/senatori/index.php?ke_dni=28.01.2007&lng=cz&par_3=191
209,Václav Homolka,5,KSČM,2007-04-21,2012-10-28,/images/senatori/homolkav_295.jpg,https://senat.cz/senatori/index.php?ke_dni=21.07.2007&lng=cz&par_3=209
209,Václav Homolka,5,KSČM,2012-10-20,2018-10-20,/images/senatori/homolkav_295.jpg,https://senat.cz/senatori/index.php?ke_dni=20.01.2013&lng=cz&par_3=209
315,Přemysl Rabas,5,SEN 21,2018-10-13,2024-10-13,/images/senatori/rabasp_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.01.2019&lng=cz&par_3=315
6,Ivan Havlíček,6,ČSSD,1996-11-23,2002-11-23,/images/senatori/havliceki_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=6
149,Miloslav Pelc,6,ODS,2002-11-02,2008-11-02,/images/senatori/pelcm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=02.02.2003&lng=cz&par_3=149
212,Marcel Chládek,6,ČSSD,2008-10-25,2014-10-25,/images/senatori/chladekm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=25.01.2009&lng=cz&par_3=212
274,Zdeňka Hamousová,6,ANO 2011,2014-10-18,2020-10-18,/images/senatori/hamousovaz_295.jpg,https://senat.cz/senatori/index.php?ke_dni=18.01.2015&lng=cz&par_3=274
337,Ivo Trešl,6,STAN,2020-10-10,2026-10-10,/images/senatori/tresli_295.jpg,https://senat.cz/senatori/index.php?ke_dni=10.01.2021&lng=cz&par_3=337
7,Jaroslav Jurečka,7,ODS,1996-11-23,1998-11-23,/images/senatori/jureckaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=7
84,Jiří Skalický,7,4KOALICE,1998-11-21,2004-11-21,/images/senatori/skalickyj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=21.02.1999&lng=cz&par_3=84
168,Jiří Šneberger,7,ODS,2004-11-06,2010-11-06,/images/senatori/snebergerj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=06.02.2005&lng=cz&par_3=168
234,Dagmar Terelmešová,7,ČSSD,2010-10-23,2016-10-23,/images/senatori/terelmesovad_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.01.2011&lng=cz&par_3=234
294,Václav Chaloupek,7,OPAT,2016-10-15,2022-10-15,/images/senatori/chaloupekv_295.jpg,https://senat.cz/senatori/index.php?ke_dni=15.01.2017&lng=cz&par_3=294
358,Daniela Kovářová,7,NK,2022-10-01,2028-10-01,/images/senatori/kovarovad_295.jpg,https://senat.cz/senatori/index.php?ke_dni=01.01.2023&lng=cz&par_3=358
8,František Jirava,8,ČSSD,1996-11-23,2000-11-23,/images/senatori/jiravaf_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=8
112,Luděk Sefzig,8,ODS,2000-11-19,2006-11-19,/images/senatori/sefzigl_295.jpg,https://senat.cz/senatori/index.php?ke_dni=19.02.2001&lng=cz&par_3=112
112,Luděk Sefzig,8,ODS,2006-10-28,2012-10-28,/images/senatori/sefzigl_295.jpg,https://senat.cz/senatori/index.php?ke_dni=28.01.2007&lng=cz&par_3=112
257,Milada Emmerová,8,ČSSD,2012-10-20,2018-10-20,/images/senatori/emmerovam_295.jpg,https://senat.cz/senatori/index.php?ke_dni=20.01.2013&lng=cz&par_3=257
316,Pavel Karpíšek,8,ODS,2018-10-13,2024-10-13,/images/senatori/karpisekp_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.01.2019&lng=cz&par_3=316
9,Bohumil Kulhánek,9,ODS,1996-11-23,2002-11-23,/images/senatori/kulhanekb_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=9
154,Richard Sequens,9,US-DEU,2002-11-02,2008-11-02,/images/senatori/sequensr_295.jpg,https://senat.cz/senatori/index.php?ke_dni=02.02.2003&lng=cz&par_3=154
213,Jiří Bis,9,ČSSD,2008-10-25,2014-10-25,/images/senatori/bisj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=25.01.2009&lng=cz&par_3=213
275,Lumír Aschenbrenner,9,ODS+KČ,2014-10-18,2020-10-18,/images/senatori/aschenbrennerl_295.jpg,https://senat.cz/senatori/index.php?ke_dni=18.01.2015&lng=cz&par_3=275
275,Lumír Aschenbrenner,9,ODSTOPKDUADSMon,2020-10-10,2026-10-10,/images/senatori/aschenbrennerl_295.jpg,https://senat.cz/senatori/index.php?ke_dni=10.01.2021&lng=cz&par_3=275
10,Karel Vachta,10,ČSSD,1996-11-23,1998-11-23,/images/senatori/vachtak_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=10
85,Martin Dvořák,10,ODS,1998-11-21,2004-11-21,/images/senatori/dvorakm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=21.02.1999&lng=cz&par_3=85
171,Tomáš Jirsa,10,ODS,2004-11-13,2010-11-13,/images/senatori/jirsat_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.02.2005&lng=cz&par_3=171
171,Tomáš Jirsa,10,ODS,2010-10-23,2016-10-23,/images/senatori/jirsat_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.01.2011&lng=cz&par_3=171
171,Tomáš Jirsa,10,ODS,2016-10-15,2022-10-15,/images/senatori/jirsat_295.jpg,https://senat.cz/senatori/index.php?ke_dni=15.01.2017&lng=cz&par_3=171
171,Tomáš Jirsa,10,ODS,2022-10-01,2028-10-01,/images/senatori/jirsat_295.jpg,https://senat.cz/senatori/index.php?ke_dni=01.01.2023&lng=cz&par_3=171
11,Petr Smutný,11,ČSSD,1996-11-23,2000-11-23,/images/senatori/smutnyp_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=11
11,Petr Smutný,11,ČSSD,2000-11-19,2006-11-19,/images/senatori/smutnyp_295.jpg,https://senat.cz/senatori/index.php?ke_dni=19.02.2001&lng=cz&par_3=11
192,Jiřina Rippelová,11,ČSSD,2006-10-28,2012-10-28,/images/senatori/rippelovaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=28.01.2007&lng=cz&par_3=192
260,Jan Látka,11,ČSSD,2012-10-20,2018-10-20,/images/senatori/latkaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=20.01.2013&lng=cz&par_3=260
317,Vladislav Vilímec,11,ODS,2018-10-13,2024-10-13,/images/senatori/vilimecv_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.01.2019&lng=cz&par_3=317
12,Pavel Rychetský,12,ČSSD,1996-11-23,2002-11-23,/images/senatori/rychetskyp_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=12
12,Pavel Rychetský,12,ČSSD,2002-11-02,2003-08-06,/images/senatori/rychetskyp_295.jpg,https://senat.cz/senatori/index.php?ke_dni=02.02.2003&lng=cz&par_3=12
165,Josef Kalbáč,12,KDU-ČSL,2003-11-01,2008-11-02,/images/senatori/kalbacj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=01.02.2004&lng=cz&par_3=165
214,Miroslav Krejča,12,ČSSD,2008-10-25,2014-10-25,/images/senatori/krejcam_295.jpg,https://senat.cz/senatori/index.php?ke_dni=25.01.2009&lng=cz&par_3=214
276,Karel Kratochvíle,12,ČSSD,2014-10-18,2020-10-18,/images/senatori/kratochvilek_295.jpg,https://senat.cz/senatori/index.php?ke_dni=18.01.2015&lng=cz&par_3=276
339,Tomáš Fiala,12,ODS,2020-10-10,2026-10-10,/images/senatori/fialat_295.jpg,https://senat.cz/senatori/index.php?ke_dni=10.01.2021&lng=cz&par_3=339
13,Pavel Eybert,13,ODS,1996-11-23,1998-11-23,/images/senatori/eybertp_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=13
13,Pavel Eybert,13,ODS,1998-11-21,2004-11-21,/images/senatori/eybertp_295.jpg,https://senat.cz/senatori/index.php?ke_dni=21.02.1999&lng=cz&par_3=13
13,Pavel Eybert,13,ODS,2004-11-13,2010-11-13,/images/senatori/eybertp_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.02.2005&lng=cz&par_3=13
13,Pavel Eybert,13,ODS,2010-10-23,2016-10-23,/images/senatori/eybertp_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.01.2011&lng=cz&par_3=13
295,Jaroslav Větrovský,13,ANO 2011,2016-10-15,2022-10-15,/images/senatori/vetrovskyj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=15.01.2017&lng=cz&par_3=295
359,Marek Slabý,13,KDUODST2020TOP,2022-10-01,2028-10-01,/images/senatori/slabym_295.jpg,https://senat.cz/senatori/index.php?ke_dni=01.01.2023&lng=cz&par_3=359
14,Jiří Pospíšil,14,ODS,1996-11-23,2000-11-23,/images/senatori/pospisilj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=14
14,Jiří Pospíšil,14,ODS,2000-11-19,2006-11-19,/images/senatori/pospisilj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=19.02.2001&lng=cz&par_3=14
14,Jiří Pospíšil,14,ODS,2006-10-28,2012-10-28,/images/senatori/pospisilj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=28.01.2007&lng=cz&par_3=14
271,Jiří Šesták,14,STANHOPB,2012-10-20,2018-10-20,/images/senatori/sestakj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=20.01.2013&lng=cz&par_3=271
318,Ladislav Faktor,14,NK,2018-10-13,2024-10-13,/images/senatori/faktorl_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.01.2019&lng=cz&par_3=318
15,Milan Štěch,15,ČSSD,1996-11-23,2002-11-23,/images/senatori/stechm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=15
15,Milan Štěch,15,ČSSD,2002-11-02,2008-11-02,/images/senatori/stechm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=02.02.2003&lng=cz&par_3=15
15,Milan Štěch,15,ČSSD,2008-10-25,2014-10-25,/images/senatori/stechm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=25.01.2009&lng=cz&par_3=15
15,Milan Štěch,15,ČSSD,2014-10-18,2020-10-18,/images/senatori/stechm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=18.01.2015&lng=cz&par_3=15
340,Jaroslav Chalupský,15,Svobodní,2020-10-10,2026-10-10,/images/senatori/chalupskyj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=10.01.2021&lng=cz&par_3=340
16,Jiří Rückl,16,ODA,1996-11-23,1998-11-23,/images/senatori/rucklj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=16
16,Jiří Rückl,16,4KOALICE,1998-11-21,2004-11-21,/images/senatori/rucklj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=21.02.1999&lng=cz&par_3=16
172,Jiří Oberfalzer,16,ODS,2004-11-13,2010-11-13,/images/senatori/oberfalzerj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.02.2005&lng=cz&par_3=172
172,Jiří Oberfalzer,16,ODS,2010-10-23,2016-10-23,/images/senatori/oberfalzerj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.01.2011&lng=cz&par_3=172
172,Jiří Oberfalzer,16,ODS,2016-10-15,2022-10-15,/images/senatori/oberfalzerj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=15.01.2017&lng=cz&par_3=172
172,Jiří Oberfalzer,16,KDU+ODS+TOP 09,2022-10-01,2028-10-01,/images/senatori/oberfalzerj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=01.01.2023&lng=cz&par_3=172
17,Jan Krámek,17,ODS,1996-11-23,2000-11-23,/images/senatori/kramekj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=17
115,Edvard Outrata,17,US,2000-11-19,2006-11-19,/images/senatori/outratae_295.jpg,https://senat.cz/senatori/index.php?ke_dni=19.02.2001&lng=cz&par_3=115
193,Tomáš Grulich,17,ODS,2006-10-28,2012-10-28,/images/senatori/grulicht_295.jpg,https://senat.cz/senatori/index.php?ke_dni=28.01.2007&lng=cz&par_3=193
193,Tomáš Grulich,17,ODS,2012-10-20,2018-10-20,/images/senatori/grulicht_295.jpg,https://senat.cz/senatori/index.php?ke_dni=20.01.2013&lng=cz&par_3=193
319,Pavel Fischer,17,NK,2018-10-13,2024-10-13,/images/senatori/fischerp_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.01.2019&lng=cz&par_3=319
18,Zdeněk Vojíř,18,ČSSD,1996-11-23,2002-11-23,/images/senatori/vojirz_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=18
161,Jaromír Volný,18,ODS,2002-11-02,2008-11-02,/images/senatori/volnyj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=02.02.2003&lng=cz&par_3=161
215,Josef Řihák,18,ČSSD,2008-10-25,2014-10-25,/images/senatori/rihakj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=25.01.2009&lng=cz&par_3=215
277,Jiří Burian,18,ODS,2014-10-18,2020-10-18,/images/senatori/burianj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=18.01.2015&lng=cz&par_3=277
341,Petr Štěpánek,18,STAN,2020-10-10,2026-10-10,/images/senatori/stepanekp_295.jpg,https://senat.cz/senatori/index.php?ke_dni=10.01.2021&lng=cz&par_3=341
19,Václav Mencl,19,ODS,1996-11-23,1998-11-23,/images/senatori/menclv_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=19
88,Daniel Kroupa,19,4KOALICE,1998-11-21,2004-11-21,/images/senatori/kroupad_295.jpg,https://senat.cz/senatori/index.php?ke_dni=21.02.1999&lng=cz&par_3=88
173,Jan Nádvorník,19,ODS,2004-11-13,2010-11-13,/images/senatori/nadvornikj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.02.2005&lng=cz&par_3=173
235,Milan Pešák,19,ODS,2010-10-23,2016-10-23,/images/senatori/pesakm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.01.2011&lng=cz&par_3=235
296,Ladislav Kos,19,KDUSZ+HPP11+Pir,2016-10-15,2022-10-15,/images/senatori/kosl_295.jpg,https://senat.cz/senatori/index.php?ke_dni=15.01.2017&lng=cz&par_3=296
362,Hana Kordová Marvanová,19,KDU+ODS+TOP 09,2022-10-01,2028-10-01,/images/senatori/marvanovah_295.jpg,https://senat.cz/senatori/index.php?ke_dni=01.01.2023&lng=cz&par_3=362
20,Zdeněk Klausner,20,ODS,1996-11-23,2000-11-23,/images/senatori/klausnerz_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=20
116,Josef Zieleniec,20,US,2000-11-12,2004-07-20,/images/senatori/zieleniecj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=12.02.2001&lng=cz&par_3=116
167,František Příhoda,20,ODS,2004-10-16,2006-11-12,/images/senatori/prihodaf_295.jpg,https://senat.cz/senatori/index.php?ke_dni=16.01.2005&lng=cz&par_3=167
194,Tomáš Töpfer,20,ODS,2006-10-28,2012-10-28,/images/senatori/topfert_295.jpg,https://senat.cz/senatori/index.php?ke_dni=28.01.2007&lng=cz&par_3=194
265,Eva Syková,20,ČSSD,2012-10-20,2018-10-20,/images/senatori/sykovae_295.jpg,https://senat.cz/senatori/index.php?ke_dni=20.01.2013&lng=cz&par_3=265
313,Jiří Drahoš,20,KDU+Z+STAN+TOP,2018-10-06,2024-10-06,/images/senatori/drahosj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=06.01.2019&lng=cz&par_3=313
21,Michael Žantovský,21,ODA,1996-11-23,2002-11-23,/images/senatori/zantovskym_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=21
156,Miroslav Škaloud,21,ODS,2002-11-02,2008-11-02,/images/senatori/skaloudm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=02.02.2003&lng=cz&par_3=156
