mp_id,name,constituency_id,party,since,until,photo,link
246,Martin Tesařík,61,ČSSD,2010-10-23,2016-10-23,/images/senatori/tesarikm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.01.2011&lng=cz&par_3=246
304,Lumír Kantor,61,KDU-ČSL,2016-10-15,2022-10-15,/images/senatori/kantorl_295.jpg,https://senat.cz/senatori/index.php?ke_dni=15.01.2017&lng=cz&par_3=304
304,Lumír Kantor,61,KDU+ODS+TOP 09,2022-10-01,2028-10-01,/images/senatori/kantorl_295.jpg,https://senat.cz/senatori/index.php?ke_dni=01.01.2023&lng=cz&par_3=304
62,Jan Kavan,62,ČSSD,1996-11-23,2000-11-23,/images/senatori/kavanj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=62
130,Robert Kolář,62,US,2000-11-19,2006-11-19,/images/senatori/kolarr_295.jpg,https://senat.cz/senatori/index.php?ke_dni=19.02.2001&lng=cz&par_3=130
203,Božena Sekaninová,62,ČSSD,2006-10-28,2012-10-28,/images/senatori/sekaninovab_295.jpg,https://senat.cz/senatori/index.php?ke_dni=28.01.2007&lng=cz&par_3=203
203,Božena Sekaninová,62,ČSSD,2012-10-20,2018-10-20,/images/senatori/sekaninovab_295.jpg,https://senat.cz/senatori/index.php?ke_dni=20.01.2013&lng=cz&par_3=203
331,Jitka Chalánková,62,NK,2018-10-13,2024-10-13,/images/senatori/chalankovaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.01.2019&lng=cz&par_3=331
63,Jitka Seitlová,63,ODA,1996-11-23,2002-11-23,/images/senatori/seitlovaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=63
63,Jitka Seitlová,63,NEZ,2002-11-02,2007-02-14,/images/senatori/seitlovaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=02.02.2003&lng=cz&par_3=63
210,Jiří Lajtoch,63,ČSSD,2007-05-05,2008-11-02,/images/senatori/lajtochj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=05.08.2007&lng=cz&par_3=210
210,Jiří Lajtoch,63,ČSSD,2008-10-25,2014-10-25,/images/senatori/lajtochj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=25.01.2009&lng=cz&par_3=210
63,Jitka Seitlová,63,KDUČSLSZ,2014-10-18,2020-10-18,/images/senatori/seitlovaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=18.01.2015&lng=cz&par_3=63
63,Jitka Seitlová,63,KDU-ČSL,2020-10-10,2026-10-10,/images/senatori/seitlovaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=10.01.2021&lng=cz&par_3=63
64,Zdeněk Babka,64,ČSSD,1996-11-23,1998-11-23,/images/senatori/babkaz_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=64
103,Rostislav Harazin,64,KSČM,1998-11-21,2004-11-21,/images/senatori/harazinr_295.jpg,https://senat.cz/senatori/index.php?ke_dni=21.02.1999&lng=cz&par_3=103
184,Jiří Žák,64,ODS,2004-11-13,2010-11-13,/images/senatori/zakj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.02.2005&lng=cz&par_3=184
247,Jaroslav Palas,64,ČSSD,2010-10-23,2016-10-23,/images/senatori/palasj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.01.2011&lng=cz&par_3=247
305,Ladislav Václavec,64,ANO 2011,2016-10-15,2022-10-15,/images/senatori/vaclavecl_295.jpg,https://senat.cz/senatori/index.php?ke_dni=15.01.2017&lng=cz&par_3=305
305,Ladislav Václavec,64,ANO,2022-09-24,2028-09-24,/images/senatori/vaclavecl_295.jpg,https://senat.cz/senatori/index.php?ke_dni=24.12.2022&lng=cz&par_3=305
65,Václav Reitinger,65,ČSSD,1996-11-23,2000-11-23,/images/senatori/reitingerv_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=65
131,Adolf Jílek,65,KDU-ČSL,2000-11-19,2006-11-19,/images/senatori/jileka_295.jpg,https://senat.cz/senatori/index.php?ke_dni=19.02.2001&lng=cz&par_3=131
131,Adolf Jílek,65,KDU-ČSL,2006-10-28,2012-10-28,/images/senatori/jileka_295.jpg,https://senat.cz/senatori/index.php?ke_dni=28.01.2007&lng=cz&par_3=131
255,Zdeněk Brož,65,KDU+NV,2012-10-20,2018-10-20,/images/senatori/brozz_295.jpg,https://senat.cz/senatori/index.php?ke_dni=20.01.2013&lng=cz&par_3=255
332,Miroslav Adámek,65,ANO,2018-10-13,2024-10-13,/images/senatori/adamekm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.01.2019&lng=cz&par_3=332
66,Karel Korytář,66,ČSSD,1996-11-23,2002-11-23,/images/senatori/korytark_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=66
160,Vítězslav Vavroušek,66,ODS,2002-11-02,2008-11-02,/images/senatori/vavrousekv_295.jpg,https://senat.cz/senatori/index.php?ke_dni=02.02.2003&lng=cz&par_3=160
66,Karel Korytář,66,ČSSD,2008-10-25,2014-10-25,/images/senatori/korytark_295.jpg,https://senat.cz/senatori/index.php?ke_dni=25.01.2009&lng=cz&par_3=66
289,Alena Šromová,66,KDU-ČSL,2014-10-18,2020-10-18,/images/senatori/sromovaa_295.jpg,https://senat.cz/senatori/index.php?ke_dni=18.01.2015&lng=cz&par_3=289
351,Marek Ošťádal,66,STAN,2020-10-10,2026-10-10,/images/senatori/ostadalm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=10.01.2021&lng=cz&par_3=351
67,František Konečný,67,ODS,1996-11-23,1998-11-23,/images/senatori/konecnyf_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=67
104,Jaroslav Šula,67,4KOALICE,1998-11-21,2004-11-21,/images/senatori/sulaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=21.02.1999&lng=cz&par_3=104
185,Milan Bureš,67,ODS,2004-11-13,2010-11-13,/images/senatori/buresm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.02.2005&lng=cz&par_3=185
248,Zdeněk Besta,67,ČSSD,2010-10-23,2016-10-23,/images/senatori/bestaz_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.01.2011&lng=cz&par_3=248
306,Petr Orel,67,KDUČSLSZ,2016-10-15,2022-10-15,/images/senatori/orelp_295.jpg,https://senat.cz/senatori/index.php?ke_dni=15.01.2017&lng=cz&par_3=306
366,Ivana Váňová,67,KDU+ODS+TOP 09,2022-10-01,2028-10-01,/images/senatori/vanovai_295.jpg,https://senat.cz/senatori/index.php?ke_dni=01.01.2023&lng=cz&par_3=366
68,Jan Voráček,68,ODS,1996-11-23,2000-11-23,/images/senatori/voracekj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=68
61,Josef Jařab,68,ODA,2000-11-19,2006-11-19,/images/senatori/jarabj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=19.02.2001&lng=cz&par_3=61
204,Václav Vlček,68,ODS,2006-10-28,2012-10-28,/images/senatori/vlcekv_295.jpg,https://senat.cz/senatori/index.php?ke_dni=28.01.2007&lng=cz&par_3=204
264,Vladimír Plaček,68,ČSSD,2012-10-20,2018-08-02,/images/senatori/placekv_295.jpg,https://senat.cz/senatori/index.php?ke_dni=20.01.2013&lng=cz&par_3=264
333,Herbert Pavera,68,ODS+STAN+TOP 09,2018-10-13,2024-10-13,/images/senatori/paverah_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.01.2019&lng=cz&par_3=333
69,Věra Vašínková,69,ČSSD,1996-11-23,2002-11-23,/images/senatori/vasinkovav_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=69
143,František Kopecký,69,ODS,2002-11-02,2008-11-02,/images/senatori/kopeckyf_295.jpg,https://senat.cz/senatori/index.php?ke_dni=02.02.2003&lng=cz&par_3=143
229,Eva Richtrová,69,ČSSD,2008-10-25,2014-10-25,/images/senatori/richtrovae_295.jpg,https://senat.cz/senatori/index.php?ke_dni=25.01.2009&lng=cz&par_3=229
290,Jiří Carbol,69,KDU-ČSL,2014-10-18,2020-10-18,/images/senatori/carbolj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=18.01.2015&lng=cz&par_3=290
352,Helena Pešatová,69,STAN,2020-10-10,2026-10-10,/images/senatori/pesatovah_295.jpg,https://senat.cz/senatori/index.php?ke_dni=10.01.2021&lng=cz&par_3=352
70,Mirek Topolánek,70,ODS,1996-11-23,1998-11-23,/images/senatori/topolanekm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=70
70,Mirek Topolánek,70,ODS,1998-11-21,2004-11-21,/images/senatori/topolanekm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=21.02.1999&lng=cz&par_3=70
186,Liana Janáčková,70,NEZ,2004-11-13,2010-11-13,/images/senatori/janackoval_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.02.2005&lng=cz&par_3=186
249,Antonín Maštalíř,70,ČSSD,2010-10-23,2016-10-23,/images/senatori/mastalira_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.01.2011&lng=cz&par_3=249
307,Zdeněk Nytra,70,NK,2016-10-15,2022-10-15,/images/senatori/nytraz_295.jpg,https://senat.cz/senatori/index.php?ke_dni=15.01.2017&lng=cz&par_3=307
307,Zdeněk Nytra,70,KDU+ODS+TOP 09,2022-10-01,2028-10-01,/images/senatori/nytraz_295.jpg,https://senat.cz/senatori/index.php?ke_dni=01.01.2023&lng=cz&par_3=307
71,Jan Zapletal,71,ČSSD,1996-11-23,2000-11-23,/images/senatori/zapletalj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=71
133,Milan Balabán,71,ODS,2000-11-19,2006-11-19,/images/senatori/balabanm_295.jpg,https://senat.cz/senatori/index.php?ke_dni=19.02.2001&lng=cz&par_3=133
205,Otakar Veřovský,71,ČSSD,2006-10-28,2012-10-28,/images/senatori/verovskyo_295.jpg,https://senat.cz/senatori/index.php?ke_dni=28.01.2007&lng=cz&par_3=205
270,Leopold Sulovský,71,Ostravak,2012-10-20,2018-10-20,/images/senatori/sulovskyl_295.jpg,https://senat.cz/senatori/index.php?ke_dni=20.01.2013&lng=cz&par_3=270
270,Leopold Sulovský,71,Ostravak,2018-10-13,2024-10-13,/images/senatori/sulovskyl_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.01.2019&lng=cz&par_3=270
72,Vítězslav Matuška,72,ČSSD,1996-11-23,2002-11-23,/images/senatori/matuskav_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=72
151,Václav Roubíček,72,ODS,2002-11-02,2008-11-02,/images/senatori/roubicekv_295.jpg,https://senat.cz/senatori/index.php?ke_dni=02.02.2003&lng=cz&par_3=151
230,Petr Guziana,72,ČSSD,2008-10-25,2014-10-25,/images/senatori/guzianap_295.jpg,https://senat.cz/senatori/index.php?ke_dni=25.01.2009&lng=cz&par_3=230
291,Peter Koliba,72,ANO 2011,2014-10-18,2020-10-18,/images/senatori/kolibap_295.jpg,https://senat.cz/senatori/index.php?ke_dni=18.01.2015&lng=cz&par_3=291
353,Ondřej Šimetka,72,ODS,2020-10-10,2026-10-10,/images/senatori/simetkao_295.jpg,https://senat.cz/senatori/index.php?ke_dni=10.01.2021&lng=cz&par_3=353
73,Emil Škrabiš,73,KDU-ČSL,1996-11-23,1998-11-23,/images/senatori/skrabise_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=73
73,Emil Škrabiš,73,4KOALICE,1998-11-21,2004-11-21,/images/senatori/skrabise_295.jpg,https://senat.cz/senatori/index.php?ke_dni=21.02.1999&lng=cz&par_3=73
187,Igor Petrov,73,SNK,2004-11-13,2010-11-13,/images/senatori/petrovi_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.02.2005&lng=cz&par_3=187
250,Petr Gawlas,73,ČSSD,2010-10-23,2016-10-23,/images/senatori/gawlasp_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.01.2011&lng=cz&par_3=250
308,Jiří Cieńciała,73,"""OSN""",2016-10-15,2022-10-15,/images/senatori/ciencialaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=15.01.2017&lng=cz&par_3=308
367,Zdeněk Matušek,73,ČSSD+ANO,2022-10-01,2028-10-01,/images/senatori/matusekz_295.jpg,https://senat.cz/senatori/index.php?ke_dni=01.01.2023&lng=cz&par_3=367
74,Alfréd Michalík,74,ČSSD,1996-11-23,2000-11-23,/images/senatori/michalika_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=74
134,Ondřej Feber,74,US,2000-11-19,2006-11-19,/images/senatori/febero_295.jpg,https://senat.cz/senatori/index.php?ke_dni=19.02.2001&lng=cz&par_3=134
206,Petr Vícha,74,ČSSD,2006-10-28,2012-10-28,/images/senatori/vichap_295.jpg,https://senat.cz/senatori/index.php?ke_dni=28.01.2007&lng=cz&par_3=206
206,Petr Vícha,74,ČSSD,2012-10-20,2018-10-20,/images/senatori/vichap_295.jpg,https://senat.cz/senatori/index.php?ke_dni=20.01.2013&lng=cz&par_3=206
206,Petr Vícha,74,ČSSD,2018-10-13,2024-10-13,/images/senatori/vichap_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.01.2019&lng=cz&par_3=206
75,Antonín Petráš,75,KSČM,1996-11-23,2002-11-23,/images/senatori/petrasa_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=75
145,Eduard Matykiewicz,75,KSČM,2002-11-02,2008-11-02,/images/senatori/matykiewicze_295.jpg,https://senat.cz/senatori/index.php?ke_dni=02.02.2003&lng=cz&par_3=145
231,Radek Sušil,75,ČSSD,2008-10-18,2014-10-18,/images/senatori/susilr_295.jpg,https://senat.cz/senatori/index.php?ke_dni=18.01.2009&lng=cz&par_3=231
231,Radek Sušil,75,ČSSD,2014-10-18,2020-10-18,/images/senatori/susilr_295.jpg,https://senat.cz/senatori/index.php?ke_dni=18.01.2015&lng=cz&par_3=231
134,Ondřej Feber,75,ANO,2020-10-10,2026-10-10,/images/senatori/febero_295.jpg,https://senat.cz/senatori/index.php?ke_dni=10.01.2021&lng=cz&par_3=134
76,Eva Nováková,76,KDU-ČSL,1996-11-23,1998-11-23,/images/senatori/novakovae_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=76
107,František Kroupa,76,4KOALICE,1998-11-21,2004-11-21,/images/senatori/kroupaf_295.jpg,https://senat.cz/senatori/index.php?ke_dni=21.02.1999&lng=cz&par_3=107
188,Zdeněk Janalík,76,ODS,2004-11-13,2010-11-13,/images/senatori/janalikz_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.02.2005&lng=cz&par_3=188
251,Miloš Malý,76,ČSSD,2010-10-23,2016-10-23,/images/senatori/malym_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.01.2011&lng=cz&par_3=251
309,Šárka Jelínková,76,KDU-ČSL,2016-10-15,2022-10-15,/images/senatori/jelinkovas_295.jpg,https://senat.cz/senatori/index.php?ke_dni=15.01.2017&lng=cz&par_3=309
368,Jana Zwyrtek Hamplová,76,NEZ,2022-10-01,2028-10-01,/images/senatori/hamplovaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=01.01.2023&lng=cz&par_3=368
77,Vladimír Oplt,77,ODS,1996-11-23,2000-11-23,/images/senatori/opltv_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=77
135,Jaroslav Kubín,77,NK,2000-11-19,2006-11-19,/images/senatori/kubinj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=19.02.2001&lng=cz&par_3=135
207,Jiří Čunek,77,KDU-ČSL,2006-10-28,2012-10-28,/images/senatori/cunekj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=28.01.2007&lng=cz&par_3=207
207,Jiří Čunek,77,KDU-ČSL,2012-10-20,2018-10-20,/images/senatori/cunekj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=20.01.2013&lng=cz&par_3=207
207,Jiří Čunek,77,KDU-ČSL,2018-10-06,2024-10-06,/images/senatori/cunekj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=06.01.2019&lng=cz&par_3=207
78,Irena Ondrová,78,ODS,1996-11-23,2002-11-23,/images/senatori/ondrovai_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=78
142,Alena Gajdůšková,78,ČSSD,2002-11-02,2008-11-02,/images/senatori/gajduskovaa_295.jpg,https://senat.cz/senatori/index.php?ke_dni=02.02.2003&lng=cz&par_3=142
142,Alena Gajdůšková,78,ČSSD,2008-10-25,2014-10-25,/images/senatori/gajduskovaa_295.jpg,https://senat.cz/senatori/index.php?ke_dni=25.01.2009&lng=cz&par_3=142
292,František Čuba,78,SPO,2014-10-18,2018-02-28,/images/senatori/cubaf_295.jpg,https://senat.cz/senatori/index.php?ke_dni=18.01.2015&lng=cz&par_3=292
312,Tomáš Goláň,78,SEN 21,2018-05-26,2020-10-18,/images/senatori/golant_295.jpg,https://senat.cz/senatori/index.php?ke_dni=26.08.2018&lng=cz&par_3=312
312,Tomáš Goláň,78,SEN 21,2020-10-10,2026-10-10,/images/senatori/golant_295.jpg,https://senat.cz/senatori/index.php?ke_dni=10.01.2021&lng=cz&par_3=312
79,Jan Benda,79,KDU-ČSL,1996-11-23,1998-11-23,/images/senatori/bendaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=79
108,Josef Kaňa,79,4KOALICE,1998-11-21,2004-11-21,/images/senatori/kanaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=21.02.1999&lng=cz&par_3=108
189,Alena Venhodová,79,ODS,2004-11-13,2010-11-13,/images/senatori/venhodovaa_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.02.2005&lng=cz&par_3=189
252,Zdeněk Škromach,79,ČSSD,2010-10-23,2016-10-23,/images/senatori/skromachz_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.01.2011&lng=cz&par_3=252
310,Anna Hubáčková,79,KDU-ČSL,2016-10-15,2022-10-15,/images/senatori/hubackovaa_295.jpg,https://senat.cz/senatori/index.php?ke_dni=15.01.2017&lng=cz&par_3=310
369,Eva Rajchmanová,79,KDU+ODS+TOP 09,2022-10-01,2028-10-01,/images/senatori/rajchmanovae_295.jpg,https://senat.cz/senatori/index.php?ke_dni=01.01.2023&lng=cz&par_3=369
80,Jiří Stodůlka,80,KDU-ČSL,1996-11-23,2000-11-23,/images/senatori/stodulkaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=80
80,Jiří Stodůlka,80,KDU-ČSL,2000-11-19,2006-11-19,/images/senatori/stodulkaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=19.02.2001&lng=cz&par_3=80
208,Jana Juřenčáková,80,NSK,2006-10-28,2012-10-28,/images/senatori/jurencakovaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=28.01.2007&lng=cz&par_3=208
263,Tomio Okamura,80,NK,2012-10-20,2013-10-26,/images/senatori/okamurat_295.jpg,https://senat.cz/senatori/index.php?ke_dni=20.01.2013&lng=cz&par_3=263
272,Patrik Kunčar,80,KDU-ČSL,2014-01-18,2018-10-20,/images/senatori/kuncarp_295.jpg,https://senat.cz/senatori/index.php?ke_dni=18.04.2014&lng=cz&par_3=272
272,Patrik Kunčar,80,KDU-ČSL,2018-10-13,2024-10-13,/images/senatori/kuncarp_295.jpg,https://senat.cz/senatori/index.php?ke_dni=13.01.2019&lng=cz&par_3=272
81,Jaroslav Petřík,81,KDU-ČSL,1996-11-23,2002-11-23,/images/senatori/petrikj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=23.02.1997&lng=cz&par_3=81
159,Josef Vaculík,81,KDU-ČSL,2002-11-02,2008-11-02,/images/senatori/vaculikj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=02.02.2003&lng=cz&par_3=159
232,Hana Doupovcová,81,ČSSD,2008-10-25,2014-10-25,/images/senatori/doupovcovah_295.jpg,https://senat.cz/senatori/index.php?ke_dni=25.01.2009&lng=cz&par_3=232
293,Ivo Valenta,81,SsČR,2014-10-18,2020-10-18,/images/senatori/valentai_295.jpg,https://senat.cz/senatori/index.php?ke_dni=18.01.2015&lng=cz&par_3=293
354,Josef Bazala,81,KDU-ČSL,2020-10-10,2026-10-10,/images/senatori/bazalaj_295.jpg,https://senat.cz/senatori/index.php?ke_dni=10.01.2021&lng=cz&par_3=354
